com.samsung.health.step_count
time_offset,end_time,speed,pkg_name,start_time,count,sample_position_type,calorie,distance,datauuid,deviceuuid,update_time,create_time
-18000000,2017-02-22 12:05:00.000,3.2777777,com.sec.android.app.shealth,2017-02-22 12:04:00.000,21,,2.17,24.41,01d5e21c-3e62-4158-ba7c-401bdbb6f41d,cjZW13ds5D,2017-02-22 12:05:06.230,2017-02-22 12:05:06.230
-18000000,2017-02-22 12:08:00.000,2.8611112,com.sec.android.app.shealth,2017-02-22 12:07:00.000,15,,1.31,15.29,a2401f74-33cb-435d-902f-844840956cf1,cjZW13ds5D,2017-02-22 12:15:01.014,2017-02-22 12:15:01.014
-18000000,2017-02-22 12:35:00.000,1.6944444,com.sec.android.app.shealth,2017-02-22 12:34:00.000,8,,0.36,6.73,c9c34495-d262-4662-bad5-99859964393a,cjZW13ds5D,2017-02-22 12:35:00.409,2017-02-22 12:35:00.409
-18000000,2017-02-22 12:41:00.000,3.4166665,com.sec.android.app.shealth,2017-02-22 12:40:00.000,113,,10.99,133.17,c2a21453-c784-400b-ae14-9dd3d56aa8e0,cjZW13ds5D,2017-02-22 12:45:04.597,2017-02-22 12:45:04.597
-18000000,2017-02-22 12:42:00.000,4.0833335,com.sec.android.app.shealth,2017-02-22 12:41:00.000,85,,8.9,109.18,8926a812-636f-4d67-9002-aad44b348347,cjZW13ds5D,2017-02-22 12:45:04.653,2017-02-22 12:45:04.653
-18000000,2017-02-22 12:43:00.000,2.8055556,com.sec.android.app.shealth,2017-02-22 12:42:00.000,23,,1.97,24.91,e2139672-58b0-4a99-ad93-1be5ee4ece9f,cjZW13ds5D,2017-02-22 12:45:04.727,2017-02-22 12:45:04.727
-18000000,2017-02-22 12:52:00.000,2.4722223,com.sec.android.app.shealth,2017-02-22 12:51:00.000,35,,2.22,32.97,284e34e1-1e9b-453e-9040-02ad663f4b13,cjZW13ds5D,2017-02-22 12:54:44.583,2017-02-22 12:54:44.583
-18000000,2017-02-22 13:50:00.000,1.7627456,com.sec.android.app.shealth,2017-02-22 13:49:00.000,74,,3.4099996,61.680004,2006afa1-f140-4463-a60b-d884eae49aa5,cjZW13ds5D,2017-02-22 13:50:02.372,2017-02-22 13:49:19.085
-18000000,2017-02-22 13:51:00.000,2.75,com.sec.android.app.shealth,2017-02-22 13:50:00.000,20,,0.98,18.77,1181d34e-a225-4122-a3a0-f6d4adb7a265,cjZW13ds5D,2017-02-22 13:55:00.914,2017-02-22 13:55:00.914
-18000000,2017-02-22 13:52:00.000,1.8055556,com.sec.android.app.shealth,2017-02-22 13:51:00.000,24,,1.04,19.07,c44bdf5e-5274-4e9a-9a0f-408fda4ddf3a,cjZW13ds5D,2017-02-22 13:55:01.008,2017-02-22 13:55:01.008
-18000000,2017-02-22 14:21:00.000,2.4166667,com.sec.android.app.shealth,2017-02-22 14:20:00.000,27,,1.16,21.83,17afd327-8ae8-4636-8019-e6fd40f9de06,cjZW13ds5D,2017-02-22 14:35:00.129,2017-02-22 14:35:00.129
-18000000,2017-02-22 14:23:00.000,1.9444445,com.sec.android.app.shealth,2017-02-22 14:22:00.000,10,,0.42,8.25,283dbf92-5b3d-4743-bf17-cb1ba5f760c8,cjZW13ds5D,2017-02-22 14:35:00.217,2017-02-22 14:35:00.217
-18000000,2017-02-22 14:24:00.000,2.4166667,com.sec.android.app.shealth,2017-02-22 14:23:00.000,37,,2.35,36.17,56e2411f-4ef5-4f1b-a9f4-c270c915c952,cjZW13ds5D,2017-02-22 14:35:00.276,2017-02-22 14:35:00.276
-18000000,2017-02-22 16:00:00.000,2.7499998,com.sec.android.app.shealth,2017-02-22 15:59:00.000,53,,2.81,50.43,1e0a3502-292f-455a-b1ac-cfc902d6bf4c,cjZW13ds5D,2017-02-22 16:05:13.434,2017-02-22 16:05:13.434
-18000000,2017-02-22 16:01:00.000,3.4722219,com.sec.android.app.shealth,2017-02-22 16:00:00.000,1,,0.06,1.19,74d28134-3930-4bff-a9a2-869c2df0fbea,cjZW13ds5D,2017-02-22 16:05:13.541,2017-02-22 16:05:13.541
-18000000,2017-02-22 16:04:00.000,1.3333334,com.sec.android.app.shealth,2017-02-22 16:03:00.000,20,,0.86,15.07,304c085c-f292-45da-a812-0819ef37576a,cjZW13ds5D,2017-02-22 16:05:13.630,2017-02-22 16:05:13.630
-18000000,2017-02-22 16:10:00.000,1.5636743,com.sec.android.app.shealth,2017-02-22 16:09:00.000,32,,1.29,25.510006,85e3b266-6821-449a-b6fb-695b24883625,cjZW13ds5D,2017-02-22 16:14:21.409,2017-02-22 16:09:35.198
-18000000,2017-02-22 17:03:00.000,3.7777777,com.sec.android.app.shealth,2017-02-22 17:02:00.000,89,,9.65,110.22,5d5a03da-cca6-4120-a3bd-98548d15a6f0,cjZW13ds5D,2017-02-22 17:06:29.564,2017-02-22 17:06:29.564
-18000000,2017-02-22 17:04:00.000,4.3333335,com.sec.android.app.shealth,2017-02-22 17:03:00.000,29,,3.3,38.39,8ac7fc36-f06d-4ff2-84cf-a61f45da910b,cjZW13ds5D,2017-02-22 17:06:29.633,2017-02-22 17:06:29.633
-18000000,2017-02-22 17:28:00.000,1.6911238,com.sec.android.app.shealth,2017-02-22 17:27:00.000,26,,1.0600002,20.900005,6bad69f6-dc33-4865-acf7-b0c2551590f8,cjZW13ds5D,2017-02-22 17:27:53.234,2017-02-22 17:27:42.111
-18000000,2017-02-22 17:37:00.000,1.8611112,com.sec.android.app.shealth,2017-02-22 17:36:00.000,50,,2.26,42.51,301681aa-d7d7-4243-8843-bce2353c88d5,cjZW13ds5D,2017-02-22 17:37:28.295,2017-02-22 17:37:28.295
-18000000,2017-02-22 17:38:00.000,3.8291476,com.sec.android.app.shealth,2017-02-22 17:37:00.000,24,,3.2,38.059998,1f92f409-9201-423c-b90b-049c5370aac7,cjZW13ds5D,2017-02-22 17:37:34.109,2017-02-22 17:37:28.355
-18000000,2017-02-22 17:41:00.000,3.2222223,com.sec.android.app.shealth,2017-02-22 17:40:00.000,11,,0.79,11.31,465b35b5-e803-419b-90ef-4d0d30a29cf3,cjZW13ds5D,2017-02-22 17:45:05.919,2017-02-22 17:45:05.919
-18000000,2017-02-22 17:42:00.000,3.1666667,com.sec.android.app.shealth,2017-02-22 17:41:00.000,53,,4.85,58.56,a4707be7-4b0d-43eb-bfb6-a691e0f124e6,cjZW13ds5D,2017-02-22 17:45:05.973,2017-02-22 17:45:05.973
-18000000,2017-02-22 17:46:00.000,3.3326995,com.sec.android.app.shealth,2017-02-22 17:45:00.000,51,,4.8900003,57.890003,69ae3b30-2947-4798-9d21-643ffa9e4a92,cjZW13ds5D,2017-02-22 17:53:42.144,2017-02-22 17:45:12.406
-18000000,2017-02-22 17:47:00.000,2.8055556,com.sec.android.app.shealth,2017-02-22 17:46:00.000,108,,7.62,108.79,bf00901d-c54a-4de1-963e-ebc444ea7bdb,cjZW13ds5D,2017-02-22 17:53:42.195,2017-02-22 17:53:42.195
-18000000,2017-02-22 17:48:00.000,2.1944444,com.sec.android.app.shealth,2017-02-22 17:47:00.000,41,,2.42,37.3,a201c246-e7ee-4b76-811a-3c82c2c12239,cjZW13ds5D,2017-02-22 17:53:42.252,2017-02-22 17:53:42.252
-18000000,2017-02-22 18:53:00.000,3.3333333,com.sec.android.app.shealth,2017-02-22 18:52:00.000,42,,3.9,48.39,5ca1a79a-1904-43fd-a09e-c7f1837c857e,cjZW13ds5D,2017-02-22 18:53:18.394,2017-02-22 18:53:18.394
-18000000,2017-02-22 18:58:00.000,3.7777777,com.sec.android.app.shealth,2017-02-22 18:57:00.000,71,,7.22,86.85,f5038dac-d3a7-424d-8e46-7e028a75e0d4,cjZW13ds5D,2017-02-22 18:58:31.530,2017-02-22 18:58:31.530
-18000000,2017-02-22 18:59:00.000,2.2353675,com.sec.android.app.shealth,2017-02-22 18:58:00.000,46,,2.83,42.15,91835582-51fc-41dc-a0b6-e0fed829a5ab,cjZW13ds5D,2017-02-22 18:58:31.998,2017-02-22 18:58:31.633
-18000000,2017-02-22 19:04:00.000,1.6208472,com.sec.android.app.shealth,2017-02-22 19:03:00.000,29,,1.1800001,22.78,7d047126-5af4-4520-b58d-7927e929dfd9,cjZW13ds5D,2017-02-22 19:03:53.102,2017-02-22 19:03:42.383
-18000000,2017-02-22 19:06:00.000,2.9917135,com.sec.android.app.shealth,2017-02-22 19:05:00.000,13,,0.73,12.87,fa1d16f7-281c-40d7-a161-f8e7c766528b,cjZW13ds5D,2017-02-22 19:05:54.579,2017-02-22 19:05:52.407
-18000000,2017-02-22 19:12:00.000,1.8055556,com.sec.android.app.shealth,2017-02-22 19:11:00.000,56,,2.76,46.35,95f24bb6-2598-4c58-b2ea-4669b029d82d,cjZW13ds5D,2017-02-22 19:15:00.027,2017-02-22 19:15:00.027
-18000000,2017-02-22 19:13:00.000,1.75,com.sec.android.app.shealth,2017-02-22 19:12:00.000,22,,0.93,17.85,ac3160a0-ef56-4192-bc2a-a821d54f5f8d,cjZW13ds5D,2017-02-22 19:15:00.111,2017-02-22 19:15:00.111
-18000000,2017-02-22 19:29:00.000,2.4444444,com.sec.android.app.shealth,2017-02-22 19:28:00.000,79,,5.58,78.27,c60ead65-64ab-4327-93f4-2b336d6ef1c5,cjZW13ds5D,2017-02-22 19:29:35.427,2017-02-22 19:29:35.427
-18000000,2017-02-22 19:30:00.000,1.9780185,com.sec.android.app.shealth,2017-02-22 19:29:00.000,46,,2.5900002,40.57,d1f8f961-8cd1-4664-a55f-5de6c6dfde50,cjZW13ds5D,2017-02-22 19:32:27.663,2017-02-22 19:29:35.499
-18000000,2017-02-22 19:31:00.000,3.75,com.sec.android.app.shealth,2017-02-22 19:30:00.000,23,,1.41,23.11,eac5e488-2696-496b-a5c8-5cb289c8643b,cjZW13ds5D,2017-02-22 19:32:27.750,2017-02-22 19:32:27.750
-18000000,2017-02-22 19:34:00.000,2.3888888,com.sec.android.app.shealth,2017-02-22 19:33:00.000,11,,0.97,11.13,2b2ad7b6-7560-4e1f-8b57-fd538e3d5e4e,cjZW13ds5D,2017-02-22 19:33:32.958,2017-02-22 19:33:32.958
-18000000,2017-02-22 21:29:00.000,1.481656,com.sec.android.app.shealth,2017-02-22 21:28:00.000,40,,1.6600001,31.570004,7dc80787-5076-4049-bf6e-13ffae10205d,cjZW13ds5D,2017-02-22 21:29:39.323,2017-02-22 21:28:18.010
-18000000,2017-02-22 21:35:00.000,1.6944444,com.sec.android.app.shealth,2017-02-22 21:34:00.000,89,,3.88,72.73,94e0ad24-c838-44b7-a712-bd638ffd3e51,cjZW13ds5D,2017-02-22 21:35:00.004,2017-02-22 21:35:00.004
-18000000,2017-02-22 21:37:00.000,1.4722222,com.sec.android.app.shealth,2017-02-22 21:36:00.000,62,,2.63,48.99,d2a7a2f4-91bd-444e-bc1f-dfa91a873ab7,cjZW13ds5D,2017-02-22 21:55:00.291,2017-02-22 21:55:00.291
-18000000,2017-02-22 21:49:00.000,1.3888888,com.sec.android.app.shealth,2017-02-22 21:48:00.000,41,,1.7,31.68,55126eca-9fe2-49f6-adcd-cb0751b339ec,cjZW13ds5D,2017-02-22 21:55:00.365,2017-02-22 21:55:00.365
-18000000,2017-02-22 21:50:00.000,1.5,com.sec.android.app.shealth,2017-02-22 21:49:00.000,34,,1.44,26.74,41d1fab8-7fbf-428a-baed-168a723226f5,cjZW13ds5D,2017-02-22 21:55:00.422,2017-02-22 21:55:00.422
-18000000,2017-02-22 22:04:00.000,2.2222223,com.sec.android.app.shealth,2017-02-22 22:03:00.000,44,,1.8,36.93,715311aa-d635-4481-a7e5-22373afe4d96,cjZW13ds5D,2017-02-22 22:10:52.430,2017-02-22 22:10:52.430
-18000000,2017-02-22 22:05:00.000,2.0,com.sec.android.app.shealth,2017-02-22 22:04:00.000,18,,0.76,15.03,23afc0f0-6656-4115-ae1a-79091bfc8fb4,cjZW13ds5D,2017-02-22 22:10:52.483,2017-02-22 22:10:52.483
-18000000,2017-02-22 22:07:00.000,2.1388888,com.sec.android.app.shealth,2017-02-22 22:06:00.000,31,,1.28,26.02,a76530b9-ea39-4d59-8b4a-9f6fa206578f,cjZW13ds5D,2017-02-22 22:10:52.530,2017-02-22 22:10:52.530
-18000000,2017-02-22 23:50:00.000,1.4722222,com.sec.android.app.shealth,2017-02-22 23:49:00.000,13,,0.5,10.0,1eb6eb66-55b3-4532-929a-2250b7810753,cjZW13ds5D,2017-02-22 23:49:16.288,2017-02-22 23:49:16.288
-18000000,2017-02-23 07:26:00.000,2.3333333,com.sec.android.app.shealth,2017-02-23 07:25:00.000,40,,1.98,35.52,f602b3c4-d905-427d-8387-08032f3b6362,cjZW13ds5D,2017-02-23 07:26:23.485,2017-02-23 07:26:23.485
-18000000,2017-02-23 08:05:00.000,1.25,com.sec.android.app.shealth,2017-02-23 08:04:00.000,29,,1.27,22.49,eabe3313-b2cd-46cc-8ca5-8debe500ce24,cjZW13ds5D,2017-02-23 08:15:00.238,2017-02-23 08:15:00.238
-18000000,2017-02-23 08:29:00.000,2.082956,com.sec.android.app.shealth,2017-02-23 08:28:00.000,17,,0.7200001,14.339999,36bc761c-b25c-4fab-bf90-6049aa1d8c1a,cjZW13ds5D,2017-02-23 08:28:59.383,2017-02-23 08:28:53.538
-18000000,2017-02-23 08:30:00.000,1.3865669,com.sec.android.app.shealth,2017-02-23 08:29:00.000,12,,0.48999995,9.27,74cc9ef1-ed7e-4975-801c-6521fd45cdfd,cjZW13ds5D,2017-02-23 08:29:06.694,2017-02-23 08:29:00.110
-18000000,2017-02-23 08:37:00.000,2.0,com.sec.android.app.shealth,2017-02-23 08:36:00.000,23,,0.97,18.82,2366ed98-8e97-4b03-a002-da806e641de5,cjZW13ds5D,2017-02-23 08:39:48.465,2017-02-23 08:39:48.465
-18000000,2017-02-23 08:40:00.000,2.6666667,com.sec.android.app.shealth,2017-02-23 08:39:00.000,15,,0.63,12.96,6d8c00df-a0e2-48c5-82fa-d84f1a5c9de3,cjZW13ds5D,2017-02-23 08:39:48.514,2017-02-23 08:39:48.514
-18000000,2017-02-23 08:41:00.000,1.2222222,com.sec.android.app.shealth,2017-02-23 08:40:00.000,27,,1.22,20.46,4eaa2bef-37b4-4fc4-912a-6caf6078eb2b,cjZW13ds5D,2017-02-23 08:41:42.870,2017-02-23 08:41:42.870
-18000000,2017-02-23 08:42:00.000,1.8757312,com.sec.android.app.shealth,2017-02-23 08:41:00.000,81,,3.6599991,67.73998,e640b773-42cb-49bc-923c-3140eede24f9,cjZW13ds5D,2017-02-23 08:41:57.931,2017-02-23 08:41:42.953
-18000000,2017-02-23 08:43:00.000,1.5340039,com.sec.android.app.shealth,2017-02-23 08:42:00.000,85,,3.5399995,67.25,21a931e8-5d21-4a61-9ee5-0eee7e8a5c7d,cjZW13ds5D,2017-02-23 08:50:57.296,2017-02-23 08:42:17.867
-18000000,2017-02-23 08:44:00.000,1.5,com.sec.android.app.shealth,2017-02-23 08:43:00.000,106,,4.31,83.69,123800b8-17a2-4f1f-b8f3-02120cf68a98,cjZW13ds5D,2017-02-23 08:50:57.383,2017-02-23 08:50:57.383
-18000000,2017-02-23 08:45:00.000,1.3936667,com.sec.android.app.shealth,2017-02-23 08:44:00.000,108,,4.32,83.62,eeb93fde-f63d-413a-ad7b-42901ed6dffa,cjZW13ds5D,2017-02-23 08:50:57.444,2017-02-23 08:50:57.444
-18000000,2017-02-23 08:46:00.000,1.4444444,com.sec.android.app.shealth,2017-02-23 08:45:00.000,110,,4.4,85.73,4dc7394c-1465-439c-ac91-c5bc700c000f,cjZW13ds5D,2017-02-23 08:50:57.490,2017-02-23 08:50:57.490
-18000000,2017-02-23 08:47:00.000,1.9999999,com.sec.android.app.shealth,2017-02-23 08:46:00.000,122,,5.55,105.47,d8a60a5b-d5f1-4945-81cf-3344021bbf42,cjZW13ds5D,2017-02-23 08:50:57.559,2017-02-23 08:50:57.559
-18000000,2017-02-23 08:48:00.000,1.75,com.sec.android.app.shealth,2017-02-23 08:47:00.000,71,,2.91,57.68,b635b310-64d2-4de5-93f5-5d5854d04afa,cjZW13ds5D,2017-02-23 08:50:57.603,2017-02-23 08:50:57.603
-18000000,2017-02-23 08:49:00.000,1.7222221,com.sec.android.app.shealth,2017-02-23 08:48:00.000,107,,4.59,75.59,09234008-3d89-4a4c-80e7-2bfbb1f07b3b,cjZW13ds5D,2017-02-23 08:50:57.647,2017-02-23 08:50:57.647
-18000000,2017-02-23 08:50:00.000,1.8055556,com.sec.android.app.shealth,2017-02-23 08:49:00.000,123,,5.29,86.86,bb51efdd-9176-4da1-9ff9-7ac1769f9d3b,cjZW13ds5D,2017-02-23 08:50:57.693,2017-02-23 08:50:57.693
-18000000,2017-02-23 08:51:00.000,2.3611112,com.sec.android.app.shealth,2017-02-23 08:50:00.000,110,,5.6,84.45,9ca2f98c-1667-47ad-a1da-d20331eb4c4e,cjZW13ds5D,2017-02-23 08:50:57.744,2017-02-23 08:50:57.744
-18000000,2017-02-23 08:53:00.000,1.4166666,com.sec.android.app.shealth,2017-02-23 08:52:00.000,8,,0.49,6.84,c8efb650-e5a3-494b-8cdf-e11d7b52dae9,cjZW13ds5D,2017-02-23 08:55:00.432,2017-02-23 08:55:00.432
-18000000,2017-02-23 09:06:00.000,1.3888888,com.sec.android.app.shealth,2017-02-23 09:05:00.000,99,,6.89,64.39,7a339f6b-3e9e-465e-84f3-85993c8ad957,cjZW13ds5D,2017-02-23 09:12:32.736,2017-02-23 09:12:32.736
-18000000,2017-02-23 09:07:00.000,1.9722222,com.sec.android.app.shealth,2017-02-23 09:06:00.000,101,,4.38,85.15,36389430-884b-4d65-bbb6-ab6265ef55cc,cjZW13ds5D,2017-02-23 09:12:32.815,2017-02-23 09:12:32.815
-18000000,2017-02-23 09:08:00.000,2.3333333,com.sec.android.app.shealth,2017-02-23 09:07:00.000,119,,7.48,111.98,6cc472f6-b34e-4c18-825b-cd5514f3a4cc,cjZW13ds5D,2017-02-23 09:12:32.889,2017-02-23 09:12:32.889
-18000000,2017-02-23 09:09:00.000,2.0,com.sec.android.app.shealth,2017-02-23 09:08:00.000,122,,5.92,106.01,05ef9ef3-85b9-4a30-9861-3cd65a65e642,cjZW13ds5D,2017-02-23 09:12:32.940,2017-02-23 09:12:32.940
-18000000,2017-02-23 09:10:00.000,2.2500002,com.sec.android.app.shealth,2017-02-23 09:09:00.000,120,,7.4,110.66,b10bd14f-74f2-4828-b7bb-7eb3c5b77b99,cjZW13ds5D,2017-02-23 09:12:32.994,2017-02-23 09:12:32.994
-18000000,2017-02-23 09:11:00.000,1.5277778,com.sec.android.app.shealth,2017-02-23 09:10:00.000,111,,4.5,88.03,eeaf1167-bb94-45b0-9593-d28136205208,cjZW13ds5D,2017-02-23 09:12:33.050,2017-02-23 09:12:33.050
-18000000,2017-02-23 09:12:00.000,1.75,com.sec.android.app.shealth,2017-02-23 09:11:00.000,111,,5.3,92.78,a182ebf9-9805-43a9-953c-61e541134070,cjZW13ds5D,2017-02-23 09:12:33.107,2017-02-23 09:12:33.107
-18000000,2017-02-23 09:13:00.000,1.6622412,com.sec.android.app.shealth,2017-02-23 09:12:00.000,110,,4.5099983,89.31001,45c9407a-f9e7-46ea-ad06-c9a8f1c7b113,cjZW13ds5D,2017-02-23 09:12:59.719,2017-02-23 09:12:33.158
-18000000,2017-02-23 09:14:00.000,1.6793003,com.sec.android.app.shealth,2017-02-23 09:13:00.000,116,,5.33,95.77,60b6d228-9084-41b8-a0e8-759f45707948,cjZW13ds5D,2017-02-23 09:15:02.173,2017-02-23 09:13:00.346
-18000000,2017-02-23 09:15:00.000,1.5555556,com.sec.android.app.shealth,2017-02-23 09:14:00.000,110,,4.42,87.33,997c823b-6ece-4681-b2c3-06c6a1a31ecb,cjZW13ds5D,2017-02-23 09:15:02.265,2017-02-23 09:15:02.265
-18000000,2017-02-23 09:16:00.000,1.6944444,com.sec.android.app.shealth,2017-02-23 09:15:00.000,111,,4.95,90.98,08e2ac5f-4512-4c57-82bb-94a1548412f5,cjZW13ds5D,2017-02-23 09:22:12.671,2017-02-23 09:22:12.671
-18000000,2017-02-23 09:17:00.000,1.5833334,com.sec.android.app.shealth,2017-02-23 09:16:00.000,86,,4.03,66.63,d70774dc-bdf9-4417-9f68-2d41d67fa2d1,cjZW13ds5D,2017-02-23 09:22:12.736,2017-02-23 09:22:12.736
-18000000,2017-02-23 09:18:00.000,1.2777778,com.sec.android.app.shealth,2017-02-23 09:17:00.000,18,,0.8,13.38,21e40a93-5eca-4115-bebc-815d7c03ae76,cjZW13ds5D,2017-02-23 09:22:12.796,2017-02-23 09:22:12.796
-18000000,2017-02-23 09:19:00.000,1.3055556,com.sec.android.app.shealth,2017-02-23 09:18:00.000,32,,1.39,24.44,22214992-fa64-4831-a62f-8164efedaa23,cjZW13ds5D,2017-02-23 09:22:12.867,2017-02-23 09:22:12.867
-18000000,2017-02-23 09:20:00.000,1.6388888,com.sec.android.app.shealth,2017-02-23 09:19:00.000,72,,3.41,60.38,ac44d181-97b8-42f4-981f-cd2b57302a36,cjZW13ds5D,2017-02-23 09:22:12.926,2017-02-23 09:22:12.926
-18000000,2017-02-23 09:21:00.000,1.3888888,com.sec.android.app.shealth,2017-02-23 09:20:00.000,15,,0.68,11.14,db4a478e-8275-4bbb-8661-96cb81bca90d,cjZW13ds5D,2017-02-23 09:22:12.980,2017-02-23 09:22:12.980
-18000000,2017-02-23 09:22:00.000,1.25,com.sec.android.app.shealth,2017-02-23 09:21:00.000,59,,2.36,44.65,3e49dfe9-4fa2-4d08-950c-c2c19a0f6c01,cjZW13ds5D,2017-02-23 09:22:13.026,2017-02-23 09:22:13.026
-18000000,2017-02-23 09:23:00.000,2.1398365,com.sec.android.app.shealth,2017-02-23 09:22:00.000,30,,1.2500001,25.929996,8fd83a01-fbb3-4a27-bf34-eb3781bb24a2,cjZW13ds5D,2017-02-23 09:22:48.199,2017-02-23 09:22:34.761
-18000000,2017-02-23 10:49:00.000,1.6388888,com.sec.android.app.shealth,2017-02-23 10:48:00.000,30,,1.26,23.92,9679db5e-7421-4998-9975-bc64c4812b07,cjZW13ds5D,2017-02-23 10:55:00.307,2017-02-23 10:55:00.307
-18000000,2017-02-23 10:50:00.000,2.4722223,com.sec.android.app.shealth,2017-02-23 10:49:00.000,40,,2.68,39.46,d92eeb1f-ce34-4e78-8926-43223acb0542,cjZW13ds5D,2017-02-23 10:55:00.418,2017-02-23 10:55:00.418
-18000000,2017-02-23 10:52:00.000,2.8333333,com.sec.android.app.shealth,2017-02-23 10:51:00.000,79,,3.47,72.24,96be52c2-7545-4620-913a-1b064ca242ad,cjZW13ds5D,2017-02-23 10:55:00.492,2017-02-23 10:55:00.492
-18000000,2017-02-23 10:53:00.000,2.3055556,com.sec.android.app.shealth,2017-02-23 10:52:00.000,73,,3.71,65.87,8b5a0dc7-adc4-4549-98de-0d36beef1318,cjZW13ds5D,2017-02-23 10:55:00.548,2017-02-23 10:55:00.548
-18000000,2017-02-23 10:54:00.000,2.1666667,com.sec.android.app.shealth,2017-02-23 10:53:00.000,84,,4.21,75.19,d40f213f-4c87-4545-a57b-d5e3d0e113f1,cjZW13ds5D,2017-02-23 10:55:00.622,2017-02-23 10:55:00.622
-18000000,2017-02-23 10:58:00.000,2.3611112,com.sec.android.app.shealth,2017-02-23 10:57:00.000,38,,1.64,32.18,b3aca32d-3c14-483c-854a-b9568da6c38c,cjZW13ds5D,2017-02-23 11:02:39.844,2017-02-23 11:02:39.844
-18000000,2017-02-23 11:48:00.000,1.8611112,com.sec.android.app.shealth,2017-02-23 11:47:00.000,23,,0.98,18.99,5352799a-13be-48d0-bb8a-0cb7882e8f16,cjZW13ds5D,2017-02-23 11:54:44.553,2017-02-23 11:54:44.553
-18000000,2017-02-23 11:49:00.000,1.6388888,com.sec.android.app.shealth,2017-02-23 11:48:00.000,39,,1.64,30.85,651c8a8d-94e7-4bc3-a24f-0e3ab009755a,cjZW13ds5D,2017-02-23 11:54:44.645,2017-02-23 11:54:44.645
